ID,scaffold,start,end,df_Initial.Treatment,df_Residuals,sumsq_Initial.Treatment,sumsq_Residuals,meansq_Initial.Treatment,meansq_Residuals,statistic_Initial.Treatment,statistic_Residuals,p.value_Initial.Treatment,p.value_Residuals
Scaffold_10:6952031-6952525,Scaffold_10,6952031,6952525,2,9,0.00642324065451486,0.0293433564118877,0.00321162032725743,0.00326037293465419,0.985046923044117,NA,0.410340846104473,NA
Scaffold_05:64925726-64925885,Scaffold_05,64925726,64925885,2,8,0.235855472640956,0.94686508360165,0.117927736320478,0.118358135450206,0.996363586431204,NA,0.410793749692448,NA
Scaffold_01:47626611-47626806,Scaffold_01,47626611,47626806,2,9,0.0615148210539406,0.281501078332706,0.0307574105269703,0.0312778975925228,0.983359269464551,NA,0.410909473499399,NA
Scaffold_04:2852949-2853939,Scaffold_04,2852949,2853939,2,8,0.161888153930364,0.652552335653451,0.080944076965182,0.0815690419566813,0.992338208510144,NA,0.412120263298316,NA
Scaffold_17:28120707-28120826,Scaffold_17,28120707,28120826,2,9,0.131777136270381,0.609162623550106,0.0658885681351905,0.0676847359500118,0.973462734402217,NA,0.414263401574692,NA
Scaffold_16:916930-916969,Scaffold_16,916930,916969,2,9,0.13015097459669,0.603902539345016,0.065075487298345,0.0671002821494462,0.969824346690651,NA,0.415504854355675,NA
Scaffold_13:12089866-12089963,Scaffold_13,12089866,12089963,2,7,0.0784723461769498,0.275224463140771,0.0392361730884749,0.0393177804486816,0.997924415893384,NA,0.415619216285022,NA
Scaffold_08:11035686-11035740,Scaffold_08,11035686,11035740,2,6,0.208228318788818,0.624684956366455,0.104114159394409,0.104114159394409,1,NA,0.421875,NA
Scaffold_18:10827518-10827817,Scaffold_18,10827518,10827817,2,8,0.229510646962345,0.966373776557054,0.114755323481173,0.120796722069632,0.949987065170719,NA,0.426406394635978,NA
Scaffold_04:11153554-11153653,Scaffold_04,11153554,11153653,2,9,0.129595382385599,0.621703721839134,0.0647976911927994,0.0690781913154593,0.93803398668746,NA,0.42654777722588,NA
Scaffold_13:28868880-28869158,Scaffold_13,28868880,28869158,2,9,0.0233480181834021,0.112284700452787,0.011674009091701,0.0124760778280875,0.935711467382745,NA,0.427368521496837,NA
Scaffold_15:31814226-31814299,Scaffold_15,31814226,31814299,2,9,0.0570810340092669,0.27672954110438,0.0285405170046334,0.0307477267893756,0.928215513300814,NA,0.430030682655463,NA
Scaffold_16:166-429,Scaffold_16,166,429,2,9,0.000251530987858704,0.00122527711136339,0.000125765493929352,0.000136141901262599,0.923782412049379,NA,0.431614621913781,NA
Scaffold_13:39046262-39046404,Scaffold_13,39046262,39046404,2,9,0.0539431091507627,0.264665692672302,0.0269715545753813,0.0294072991858114,0.917172107678449,NA,0.43398973803506,NA
Scaffold_06:47377162-47377235,Scaffold_06,47377162,47377235,2,9,0.34128689423322,1.67537512939322,0.17064344711661,0.186152792154802,0.916684864843206,NA,0.434165438225022,NA
Scaffold_11:40665370-40665390,Scaffold_11,40665370,40665390,2,9,0.204346601046115,1.00516861801943,0.102173300523058,0.111685402002159,0.914831291211029,NA,0.434834633453098,NA
Scaffold_14:3072552-3072683,Scaffold_14,3072552,3072683,2,8,0.0121263258329151,0.0527348199649463,0.00606316291645755,0.00659185249561828,0.919796509477092,NA,0.436969782154004,NA
Scaffold_01:81511388-81511426,Scaffold_01,81511388,81511426,2,7,0.0682462432864839,0.256876957292202,0.034123121643242,0.0366967081846003,0.929868735680267,NA,0.438399604616331,NA
Scaffold_13:37359079-37359164,Scaffold_13,37359079,37359164,2,8,0.290842665594972,1.27135083822819,0.145421332797486,0.158918854778524,0.915066579105113,NA,0.438654253363396,NA
Scaffold_10:13492014-13492581,Scaffold_10,13492014,13492581,2,9,0.17789403171554,0.886355437262233,0.08894701585777,0.0984839374735814,0.903162669360476,NA,0.439076425150205,NA
Scaffold_14:5559846-5560088,Scaffold_14,5559846,5560088,2,9,0.029887640268325,0.149029253411999,0.0149438201341625,0.0165588059346665,0.902469670405222,NA,0.439329932389564,NA
Scaffold_15:36765845-36765900,Scaffold_15,36765845,36765900,2,8,0.263752572137635,1.16006821245184,0.131876286068817,0.14500852655648,0.909438149607378,NA,0.440669297429673,NA
Scaffold_14:8607594-8607728,Scaffold_14,8607594,8607728,2,9,0.08132951058509,0.409744216603643,0.040664755292545,0.0455271351781826,0.893198202201668,NA,0.442738813782255,NA
Scaffold_15:41163112-41163184,Scaffold_15,41163112,41163184,2,9,0.225904213225453,1.14378687868799,0.112952106612726,0.127087430965333,0.888774804516568,NA,0.444376572434976,NA
Scaffold_12:34239146-34239457,Scaffold_12,34239146,34239457,2,9,0.12738178827733,0.646228111288472,0.0636908941386649,0.0718031234764969,0.8870212193417,NA,0.44502788468225,NA
Scaffold_03:29524769-29525063,Scaffold_03,29524769,29525063,2,9,0.0822046392724152,0.417351888494283,0.0411023196362076,0.0463724320549204,0.886352468801481,NA,0.44527657763275,NA
Scaffold_09:19724921-19724942,Scaffold_09,19724921,19724942,2,9,0.0370232936416362,0.188567439146198,0.0185116468208181,0.0209519376829109,0.883529108427849,NA,0.446328394645579,NA
Scaffold_07:13181006-13181091,Scaffold_07,13181006,13181091,2,9,0.100906812594549,0.516964007377343,0.0504534062972744,0.0574404452641493,0.878360292390774,NA,0.448261869772453,NA
Scaffold_06:36989073-36989315,Scaffold_06,36989073,36989315,2,7,0.292322885838313,1.14954647741525,0.146161442919157,0.164220925345035,0.890029346820846,NA,0.452482901982374,NA
Scaffold_13:42462627-42462805,Scaffold_13,42462627,42462805,2,9,0.359627812254744,1.86627486845869,0.179813906127372,0.207363874273188,0.867141910603382,NA,0.452493618690747,NA
Scaffold_02:3272161-3272346,Scaffold_02,3272161,3272346,2,9,0.0722249613300277,0.37779994485093,0.0361124806650138,0.0419777716501033,0.860276266354051,NA,0.455107539941573,NA
Scaffold_14:32164618-32164750,Scaffold_14,32164618,32164750,2,9,0.0937357815875559,0.494463014722193,0.046867890793778,0.0549403349691325,0.853068894103213,NA,0.457871449909043,NA
Scaffold_06:54132385-54132584,Scaffold_06,54132385,54132584,2,9,0.0957663321158511,0.506777540555249,0.0478831660579255,0.0563086156172499,0.850370152649549,NA,0.458911649970919,NA
Scaffold_18:11431435-11431694,Scaffold_18,11431435,11431694,2,9,0.0101271716940726,0.0541001133492121,0.0050635858470363,0.00601112370546801,0.842369263242779,NA,0.462012523909203,NA
Scaffold_01:86843259-86843810,Scaffold_01,86843259,86843810,2,9,0.0278217625948793,0.148664007573696,0.0139108812974397,0.016518223063744,0.842153616872554,NA,0.46209645497184,NA
Scaffold_04:34764540-34764640,Scaffold_04,34764540,34764640,2,9,0.0375908346944712,0.200887176273947,0.0187954173472356,0.0223207973637719,0.84205850897342,NA,0.462133477547538,NA
Scaffold_02:590467-590511,Scaffold_02,590467,590511,2,9,0.0557729902568339,0.298903511530239,0.027886495128417,0.0332115012811376,0.839663792743239,NA,0.463066862794158,NA
Scaffold_04:61389693-61389749,Scaffold_04,61389693,61389749,2,9,0.089543116341033,0.481749437814536,0.0447715581705165,0.0535277153127262,0.836418253776508,NA,0.464335552464532,NA
Scaffold_08:7629824-7629876,Scaffold_08,7629824,7629876,2,9,0.337372251286715,1.81847565987321,0.168686125643357,0.202052851097023,0.834861397537798,NA,0.464945639241119,NA
Scaffold_02:20247763-20247814,Scaffold_02,20247763,20247814,2,8,0.441646700207671,2.09873490793713,0.220823350103836,0.262341863492141,0.841738894297558,NA,0.465837562913001,NA
Scaffold_12:14981772-14981853,Scaffold_12,14981772,14981853,2,9,0.140508466121661,0.760862238550081,0.0702542330608304,0.0845402487277868,0.83101521604276,NA,0.466457051214,NA
Scaffold_08:60439286-60439582,Scaffold_08,60439286,60439582,2,8,0.0361498448072057,0.173164392796586,0.0180749224036028,0.0216455490995732,0.835041066431493,NA,0.468424170983751,NA
Scaffold_01:63138929-63139394,Scaffold_01,63138929,63139394,2,9,0.0771455776892231,0.420572086054392,0.0385727888446116,0.0467302317838213,0.825435427392125,NA,0.468660399147929,NA
Scaffold_11:40924909-40925052,Scaffold_11,40924909,40925052,2,9,0.0563931324701169,0.311253645053334,0.0281965662350585,0.0345837383392593,0.815312849017535,NA,0.472690170081653,NA
Scaffold_02:56830413-56830495,Scaffold_02,56830413,56830495,2,7,0.151335128204266,0.635477319548889,0.075667564102133,0.0907824742212699,0.833504095930495,NA,0.473479211151992,NA
Scaffold_10:13037099-13037106,Scaffold_10,13037099,13037106,2,9,0.0682781324081887,0.379108997667869,0.0341390662040943,0.0421232219630966,0.810457144850007,NA,0.474638238931396,NA
Scaffold_18:9064941-9065042,Scaffold_18,9064941,9065042,2,9,0.133987122188774,0.745937905823757,0.0669935610943872,0.082881989535973,0.80830059062844,NA,0.475506577060253,NA
Scaffold_15:7012705-7013087,Scaffold_15,7012705,7013087,2,8,0.38253279219956,1.87886500980871,0.19126639609978,0.234858126226089,0.814391220662532,NA,0.476512668888865,NA
Scaffold_03:55228675-55228705,Scaffold_03,55228675,55228705,2,9,0.248060626027649,1.39112621516943,0.124030313013825,0.15456957946327,0.802423823914831,NA,0.477882735273339,NA
Scaffold_10:48029945-48029996,Scaffold_10,48029945,48029996,2,9,0.137536801551901,0.773978326563398,0.0687684007759504,0.0859975918403776,0.799654958985285,NA,0.479007301664261,NA
Scaffold_10:13966926-13966984,Scaffold_10,13966926,13966984,2,8,0.158051119479244,0.788939121278623,0.0790255597396222,0.0986173901598279,0.801334933033074,NA,0.481716979568538,NA
Scaffold_05:27093539-27093686,Scaffold_05,27093539,27093686,2,9,0.221634027384101,1.26209533831665,0.110817013692051,0.140232815368516,0.790235961538929,NA,0.482857094420729,NA
Scaffold_09:5372525-5372862,Scaffold_09,5372525,5372862,2,8,0.180073632186636,0.905253158924748,0.0900368160933181,0.113156644865594,0.795682977347579,NA,0.483991908896904,NA
Scaffold_14:1889763-1889960,Scaffold_14,1889763,1889960,2,9,0.101948156619133,0.585887885693936,0.0509740783095663,0.0650986539659928,0.783028145807666,NA,0.485828683386638,NA
Scaffold_18:12581205-12581486,Scaffold_18,12581205,12581486,2,9,0.0189778472320914,0.109399895439858,0.00948892361604569,0.012155543937762,0.780625175198265,NA,0.486824328632922,NA
Scaffold_11:19637058-19637134,Scaffold_11,19637058,19637134,2,9,0.00640018546079266,0.0369885810520624,0.00320009273039633,0.00410984233911804,0.778641238846903,NA,0.487648231506267,NA
Scaffold_03:14170825-14170855,Scaffold_03,14170825,14170855,2,8,0.188013671223842,0.958705461929749,0.094006835611921,0.119838182741219,0.784448107118927,NA,0.488553997586575,NA
Scaffold_10:21033965-21034024,Scaffold_10,21033965,21034024,2,9,0.0195688872060773,0.113886291524473,0.00978444360303864,0.0126540323916081,0.773227323926203,NA,0.48990524605685,NA
Scaffold_17:19662394-19662600,Scaffold_17,19662394,19662600,2,9,0.0219973503654824,0.128068764560571,0.0109986751827412,0.0142298627289523,0.772929113389347,NA,0.490029938070391,NA
Scaffold_05:62832268-62832908,Scaffold_05,62832268,62832908,2,9,0.0574678038230189,0.335226194859515,0.0287339019115095,0.0372473549843906,0.771434694451489,NA,0.490655390258923,NA
Scaffold_04:19983099-19983518,Scaffold_04,19983099,19983518,2,9,0.125041633727981,0.731135563800047,0.0625208168639903,0.0812372848666719,0.769607415690968,NA,0.491421479159776,NA
Scaffold_07:39534334-39534371,Scaffold_07,39534334,39534371,2,6,0.167275175184185,0.627818695545599,0.0836375875920925,0.1046364492576,0.799315995386931,NA,0.492320042075687,NA
Scaffold_13:39885106-39885220,Scaffold_13,39885106,39885220,2,9,0.0597069357507962,0.350716425822634,0.0298534678753981,0.0389684917580705,0.766092464156388,NA,0.492899242136343,NA
Scaffold_07:33674128-33674235,Scaffold_07,33674128,33674235,2,9,0.0236703624198467,0.139402086879527,0.0118351812099234,0.0154891207643919,0.764096386744646,NA,0.493740855058393,NA
Scaffold_06:59692359-59692512,Scaffold_06,59692359,59692512,2,9,0.112469269135189,0.664231899510528,0.0562346345675945,0.0738035443900587,0.761950324098111,NA,0.494647666923197,NA
Scaffold_01:64091263-64091303,Scaffold_01,64091263,64091303,2,9,0.269854368285064,1.59567790170587,0.134927184142532,0.177297544633986,0.761021165978787,NA,0.495040911084054,NA
Scaffold_04:573183-573418,Scaffold_04,573183,573418,2,9,0.00604284608455375,0.0361829513674825,0.00302142304227687,0.00402032792972028,0.751536465456213,NA,0.499077024743627,NA
Scaffold_07:33750823-33751028,Scaffold_07,33750823,33751028,2,9,0.066377642043822,0.398762441550835,0.033188821021911,0.0443069379500927,0.749066005402921,NA,0.500134897871732,NA
Scaffold_10:22571219-22572024,Scaffold_10,22571219,22572024,2,9,0.0967790496217516,0.582261790369933,0.0483895248108758,0.0646957544855481,0.74795518184559,NA,0.500611455588518,NA
Scaffold_03:14109662-14109811,Scaffold_03,14109662,14109811,2,8,0.443057178457672,2.34932728571581,0.221528589228836,0.293665910714477,0.754355821177427,NA,0.501040968974695,NA
Scaffold_09:6762307-6762502,Scaffold_09,6762307,6762502,2,9,0.00871339409100592,0.0525662090968915,0.00435669704550296,0.00584068989965461,0.745921649728501,NA,0.501485306092911,NA
Scaffold_08:46813163-46813444,Scaffold_08,46813163,46813444,2,9,0.00480778933072129,0.0290075361664668,0.00240389466536064,0.00322305957405187,0.745842455011958,NA,0.50151937538934,NA
Scaffold_05:13866354-13866374,Scaffold_05,13866354,13866374,2,8,0.106066600191184,0.563568549007508,0.0530333000955921,0.0704460686259385,0.752821287688792,NA,0.501688362631646,NA
Scaffold_14:40367262-40367690,Scaffold_14,40367262,40367690,2,9,0.0157443671842019,0.0970811373619613,0.00787218359210094,0.0107867930402179,0.72979833419905,NA,0.508480229093827,NA
Scaffold_06:49700234-49700302,Scaffold_06,49700234,49700302,2,9,0.0512469685781542,0.317101037101842,0.0256234842890771,0.0352334485668713,0.727248831190764,NA,0.509597194227544,NA
Scaffold_05:32954381-32954411,Scaffold_05,32954381,32954411,2,9,0.117372707336404,0.727557461167591,0.0586863536682018,0.0808397179075101,0.725959406926008,NA,0.510163246930629,NA
Scaffold_14:6530347-6530451,Scaffold_14,6530347,6530451,2,9,0.049935968938691,0.309823898397555,0.0249679844693455,0.0344248775997283,0.725288983149283,NA,0.510457864259932,NA
Scaffold_07:13230028-13230079,Scaffold_07,13230028,13230079,2,9,0.188953304415007,1.17701974118858,0.0944766522075036,0.130779971243176,0.722409183221422,NA,0.511725758180758,NA
Scaffold_14:34574831-34574979,Scaffold_14,34574831,34574979,2,9,0.0616413566766267,0.385133461586959,0.0308206783383134,0.0427926068429954,0.720233718207291,NA,0.512686106252796,NA
Scaffold_09:3888199-3888376,Scaffold_09,3888199,3888376,2,9,0.136767571332267,0.855809764065923,0.0683837856661334,0.0950899737851025,0.719148222931226,NA,0.513166116421793,NA
Scaffold_09:36031867-36032623,Scaffold_09,36031867,36032623,2,9,0.0342522444779016,0.214535147019286,0.0171261222389508,0.0238372385576984,0.718460831672962,NA,0.513470367533824,NA
Scaffold_11:33688989-33689102,Scaffold_11,33688989,33689102,2,9,0.0461963928431631,0.291375846341661,0.0230981964215815,0.0323750940379624,0.713455732190216,NA,0.515692369991683,NA
Scaffold_06:5384425-5384702,Scaffold_06,5384425,5384702,2,9,0.290384968957876,1.83491645873551,0.145192484478938,0.203879606526168,0.7121481493555,NA,0.516274803487645,NA
Scaffold_04:16442980-16443095,Scaffold_04,16442980,16443095,2,9,0.0935514714050267,0.59378085295883,0.0467757357025134,0.0659756503287589,0.708984837124428,NA,0.51768715871464,NA
Scaffold_14:34231252-34231286,Scaffold_14,34231252,34231286,2,7,0.211709592861734,1.02718152350853,0.105854796430867,0.146740217644076,0.721375490171492,NA,0.518978313456224,NA
Scaffold_11:36476264-36476388,Scaffold_11,36476264,36476388,2,9,0.0437955556991472,0.280259024728353,0.0218977778495736,0.0311398916364836,0.703206616940121,NA,0.520279229682371,NA
Scaffold_14:18541634-18541879,Scaffold_14,18541634,18541879,2,9,0.0184251373680247,0.118513530739486,0.00921256868401233,0.0131681700821651,0.699608877051931,NA,0.521901166549389,NA
Scaffold_15:31933820-31934192,Scaffold_15,31933820,31934192,2,9,0.0492835852061048,0.317679930871546,0.0246417926030524,0.0352977700968384,0.698111878893436,NA,0.522577865180867,NA
Scaffold_06:11720348-11720368,Scaffold_06,11720348,11720368,2,8,0.0197031509322381,0.112048573344166,0.00985157546611904,0.0140060716680207,0.70337891306187,NA,0.523118518444525,NA
Scaffold_15:17884576-17884625,Scaffold_15,17884576,17884625,2,9,0.00320285057314829,0.0207362248870936,0.00160142528657415,0.00230402498745484,0.695055520358385,NA,0.523962785386926,NA
Scaffold_06:15175023-15175125,Scaffold_06,15175023,15175125,2,7,0.0787368457073525,0.389813002473639,0.0393684228536763,0.0556875717819484,0.706951687673296,NA,0.52523277543127,NA
Scaffold_02:3272002-3272157,Scaffold_02,3272002,3272157,2,9,0.0337602531337063,0.219613827148567,0.0168801265668532,0.0244015363498408,0.691764908768265,NA,0.52545887034218,NA
Scaffold_07:37897213-37897444,Scaffold_07,37897213,37897444,2,9,0.0564191741282212,0.368708788324872,0.0282095870641106,0.040967643147208,0.688582132068124,NA,0.526910898078155,NA
Scaffold_04:4763551-4763611,Scaffold_04,4763551,4763611,2,7,0.173273160236983,0.864030509280947,0.0866365801184917,0.123432929897278,0.701891952095695,NA,0.527449728009862,NA
Scaffold_01:83302223-83302371,Scaffold_01,83302223,83302371,2,9,0.0399893329565418,0.262068488577755,0.0199946664782709,0.0291187209530839,0.686660190551856,NA,0.527790090002635,NA
Scaffold_18:11431319-11431420,Scaffold_18,11431319,11431420,2,9,0.00771217571952322,0.0507598740246934,0.00385608785976161,0.00563998600274371,0.683705218042335,NA,0.529145342231819,NA
Scaffold_14:1848619-1848889,Scaffold_14,1848619,1848889,2,9,0.175664225782498,1.15961401343334,0.087832112891249,0.128846001492593,0.681682876253619,NA,0.530075309870732,NA
Scaffold_02:13143341-13143527,Scaffold_02,13143341,13143527,2,9,0.0504722336506462,0.333239850756175,0.0252361168253231,0.0370266500840194,0.68156629800585,NA,0.530128978889239,NA
Scaffold_17:4821767-4821808,Scaffold_17,4821767,4821808,2,9,0.128216670631093,0.846681153550668,0.0641083353155467,0.094075683727852,0.681454896474665,NA,0.530180270913296,NA
Scaffold_15:7334371-7334437,Scaffold_15,7334371,7334437,2,9,0.183648229579884,1.2151068297188,0.0918241147899419,0.135011869968756,0.680118828153344,NA,0.530795902711865,NA
Scaffold_18:20769027-20769177,Scaffold_18,20769027,20769177,2,9,0.00332460342609723,0.0220123769076589,0.00166230171304861,0.00244581965640654,0.679650156827552,NA,0.531012063442515,NA
Scaffold_14:5560400-5560525,Scaffold_14,5560400,5560525,2,9,0.043373990057053,0.288567690038316,0.0216869950285265,0.032063076670924,0.676385340405996,NA,0.532520852091731,NA
Scaffold_03:29118963-29119241,Scaffold_03,29118963,29119241,2,7,0.117843024725522,0.60067775978063,0.0589215123627612,0.08581110854009,0.686642013664626,NA,0.534204767432868,NA
Scaffold_07:1999481-1999770,Scaffold_07,1999481,1999770,2,9,0.0206938067874909,0.139569198334696,0.0103469033937454,0.0155076887038551,0.66721118738818,NA,0.53678869251694,NA
Scaffold_06:28104804-28104969,Scaffold_06,28104804,28104969,2,9,0.00553797228666235,0.0376399875879081,0.00276898614333118,0.0041822208431009,0.662085109135011,NA,0.539191564459729,NA
Scaffold_02:1591813-1592225,Scaffold_02,1591813,1592225,2,9,0.0801988852013054,0.552317109174326,0.0400994426006527,0.0613685676860362,0.653419887617434,NA,0.543283394455057,NA
Scaffold_06:36978272-36978549,Scaffold_06,36978272,36978549,2,9,0.230876666097865,1.60824605434622,0.115438333048933,0.178694006038469,0.646011221126697,NA,0.546811994068673,NA
Scaffold_01:30037674-30037887,Scaffold_01,30037674,30037887,2,9,0.0157276317876677,0.109783142668253,0.00786381589383384,0.0121981269631392,0.644674048531962,NA,0.547451843347968,NA
Scaffold_05:2306925-2307125,Scaffold_05,2306925,2307125,2,8,0.162635178348843,1.0066607240859,0.0813175891744217,0.125832590510737,0.646236311629323,NA,0.549331858708514,NA
Scaffold_18:18664659-18664769,Scaffold_18,18664659,18664769,2,9,0.147944435841181,1.0410431571562,0.0739722179205905,0.115671461906245,0.639502749438293,NA,0.549934986033281,NA
Scaffold_05:34090183-34090266,Scaffold_05,34090183,34090266,2,8,0.0681968326137717,0.42397150938575,0.0340984163068859,0.0529964386732187,0.643409579219843,NA,0.550670730638328,NA
Scaffold_06:2042256-2042297,Scaffold_06,2042256,2042297,2,9,0.230563578877367,1.62684174459068,0.115281789438684,0.180760193843409,0.637760930587135,NA,0.550774466542109,NA
Scaffold_17:20858220-20858280,Scaffold_17,20858220,20858280,2,9,0.0704428592595737,0.497426975440908,0.0352214296297869,0.0552696639378787,0.637265131001604,NA,0.551013706568033,NA
Scaffold_01:61915453-61915601,Scaffold_01,61915453,61915601,2,9,0.366498043895839,2.59072549052093,0.183249021947919,0.287858387835659,0.636594345315858,NA,0.551337585488105,NA
Scaffold_01:70835333-70835521,Scaffold_01,70835333,70835521,2,9,0.00702722475539545,0.0498071296966431,0.00351361237769772,0.00553412552184923,0.634899292367993,NA,0.552157054117909,NA
Scaffold_14:13082618-13082715,Scaffold_14,13082618,13082715,2,8,0.137752285159534,0.861016024931941,0.068876142579767,0.107627003116493,0.639952247905828,NA,0.552313833858983,NA
Scaffold_03:13097373-13097507,Scaffold_03,13097373,13097507,2,9,0.00992666829243829,0.0713433126930125,0.00496333414621915,0.00792703474366806,0.626127462123683,NA,0.556421635450373,NA
Scaffold_02:5301065-5301176,Scaffold_02,5301065,5301176,2,9,0.018998915457422,0.136718592370402,0.00949945772871102,0.0151909547078224,0.625336452607508,NA,0.556808174296042,NA
Scaffold_10:18804795-18804887,Scaffold_10,18804795,18804887,2,9,0.10390511748068,0.747980303678211,0.0519525587403398,0.0831089226309123,0.625114092394889,NA,0.556916893091793,NA
Scaffold_08:10702393-10702558,Scaffold_08,10702393,10702558,2,9,0.184174986280357,1.33482017116508,0.0920874931401784,0.148313352351676,0.620898197498925,NA,0.558983092423024,NA
Scaffold_10:48029022-48029505,Scaffold_10,48029022,48029505,2,9,0.223822800962078,1.63060853550712,0.111911400481039,0.181178726167458,0.617685104914596,NA,0.560564114818864,NA
Scaffold_01:2316019-2316104,Scaffold_01,2316019,2316104,2,9,0.114200935649417,0.833063091586748,0.0571004678247084,0.0925625657318609,0.616885102235815,NA,0.560958610639504,NA
Scaffold_04:43945842-43945896,Scaffold_04,43945842,43945896,2,8,0.294118442248086,1.92050766463752,0.147059221124043,0.240063458079691,0.612584781958884,NA,0.565538945892307,NA
Scaffold_01:49463330-49463386,Scaffold_01,49463330,49463386,2,9,0.0568857051682921,0.421407011562082,0.028442852584146,0.0468230012846758,0.60745470823663,NA,0.565634581849013,NA
Scaffold_16:13008869-13009026,Scaffold_16,13008869,13009026,2,9,0.0366984348633431,0.272461790738231,0.0183492174316716,0.0302735323042479,0.606114187378684,NA,0.566303127467746,NA
Scaffold_03:51729931-51730307,Scaffold_03,51729931,51730307,2,9,0.219670401275639,1.63096625929115,0.10983520063782,0.181218473254572,0.606092738037393,NA,0.566313832548006,NA
Scaffold_02:50891573-50891811,Scaffold_02,50891573,50891811,2,9,0.0436283101530155,0.324668984566207,0.0218141550765077,0.0360743316184675,0.604700187025515,NA,0.567009365779783,NA
Scaffold_18:9065709-9065801,Scaffold_18,9065709,9065801,2,9,0.097557680998697,0.726387567907368,0.0487788404993485,0.0807097297674853,0.60437373089805,NA,0.567172570875116,NA
Scaffold_13:7623189-7623252,Scaffold_13,7623189,7623252,2,9,0.0675176709793505,0.504664489122162,0.0337588354896752,0.0560738321246847,0.602042596528978,NA,0.568339644372046,NA
Scaffold_11:45691047-45691377,Scaffold_11,45691047,45691377,2,9,0.0134454618422134,0.100508020527762,0.00672273092110672,0.011167557836418,0.601987562507492,NA,0.568367232391056,NA
Scaffold_07:39279968-39280087,Scaffold_07,39279968,39280087,2,9,0.227065143150105,1.71308576971254,0.113532571575052,0.190342863301393,0.596463505938137,NA,0.571144735077193,NA
Scaffold_18:12383790-12383852,Scaffold_18,12383790,12383852,2,9,0.490678198857563,3.70254704381525,0.245339099428781,0.411394115979473,0.596360253827799,NA,0.57119680811406,NA
Scaffold_01:31157868-31157917,Scaffold_01,31157868,31157917,2,9,0.113803773937787,0.861635125621651,0.0569018869688933,0.0957372361801834,0.594354811557338,NA,0.572209362696566,NA
Scaffold_01:25487095-25487289,Scaffold_01,25487095,25487289,2,8,0.184839270830553,1.24351481439154,0.0924196354152763,0.155439351798943,0.594570386106725,NA,0.574460707973278,NA
Scaffold_16:10969701-10969858,Scaffold_16,10969701,10969858,2,9,0.140343155070309,1.07085362069107,0.0701715775351543,0.118983735632341,0.589757727492976,NA,0.574538736734265,NA
Scaffold_14:44937267-44937515,Scaffold_14,44937267,44937515,2,9,0.0522249842033458,0.400234380272849,0.0261124921016729,0.0444704866969833,0.587187009658796,NA,0.575846389956438,NA
Scaffold_03:1386901-1386979,Scaffold_03,1386901,1386979,2,9,0.0773624035552388,0.593193510143762,0.0386812017776194,0.0659103900159735,0.586875631721265,NA,0.576005026194444,NA
Scaffold_11:706872-706954,Scaffold_11,706872,706954,2,9,0.101944626634323,0.782762437987812,0.0509723133171617,0.086973604220868,0.586066471244752,NA,0.576417515154308,NA
Scaffold_02:47621225-47621406,Scaffold_02,47621225,47621406,2,9,0.0221375784178306,0.170681741219824,0.0110687892089153,0.0189646379133138,0.583654128252282,NA,0.577649409287017,NA
Scaffold_08:7630441-7630917,Scaffold_08,7630441,7630917,2,9,0.235669279888086,1.8194939829746,0.117834639944043,0.202165998108289,0.582860822525287,NA,0.578055224045398,NA
Scaffold_17:21785944-21786055,Scaffold_17,21785944,21786055,2,9,0.000913552039333572,0.00709100898210481,0.000456776019666786,0.000787889886900534,0.579746011798284,NA,0.579651976247954,NA
Scaffold_03:3590233-3590417,Scaffold_03,3590233,3590417,2,8,0.0391058463337615,0.270414821305571,0.0195529231668808,0.0338018526631963,0.578457144397003,NA,0.582590437040584,NA
Scaffold_07:36713855-36713975,Scaffold_07,36713855,36713975,2,9,0.0159222082118532,0.125959885069739,0.00796110410592658,0.0139955427855266,0.568831393531912,NA,0.585289870415097,NA
Scaffold_02:46627127-46628546,Scaffold_02,46627127,46628546,2,9,0.129492383890384,1.03128700010778,0.0647461919451922,0.11458744445642,0.565037402241886,NA,0.587265322362083,NA
Scaffold_04:35798688-35798793,Scaffold_04,35798688,35798793,2,9,0.0920705478627507,0.739284228494412,0.0460352739313753,0.0821426920549347,0.560430548107533,NA,0.589674982152225,NA
Scaffold_05:17606131-17606209,Scaffold_05,17606131,17606209,2,9,0.0709421174602982,0.572615107713582,0.0354710587301491,0.0636239008570646,0.557511536581783,NA,0.591208054981437,NA
Scaffold_01:64882196-64882699,Scaffold_01,64882196,64882699,2,9,0.0959365670755539,0.776369950503502,0.0479682835377769,0.0862633278337224,0.556068085273021,NA,0.591967959548646,NA
Scaffold_12:48700026-48700635,Scaffold_12,48700026,48700635,2,9,0.143802497695299,1.18873080584079,0.0719012488476495,0.132081200648977,0.544371556999519,NA,0.598169830416821,NA
Scaffold_09:1793662-1793758,Scaffold_09,1793662,1793758,2,9,0.0258378400159585,0.21406399895229,0.0129189200079793,0.0237848887724766,0.54315662904965,NA,0.598818566681748,NA
Scaffold_16:18247282-18247523,Scaffold_16,18247282,18247523,2,9,0.0913967759573542,0.75844898716635,0.0456983879786771,0.08427210968515,0.542271792523189,NA,0.599291584968828,NA
Scaffold_08:58716470-58717434,Scaffold_08,58716470,58717434,2,9,0.0868581098850349,0.725509742527397,0.0434290549425175,0.0806121936141552,0.538740517971607,NA,0.601183897241974,NA
