"gene"	"adj.pval.Initial.Treatment"
"PGEN_.00g018000"	0.0317844610102325
"PGEN_.00g037810"	0.0317844610102325
"PGEN_.00g145380"	0.0317844610102325
"PGEN_.00g061400"	0.0318817537627073
"PGEN_.00g155500"	0.0319277992342698
"PGEN_.00g141850"	0.0319782315707819
"PGEN_.00g004360"	0.0320649363322838
"PGEN_.00g174580"	0.0322548320838689
"PGEN_.00g132650"	0.0322909348412478
"PGEN_.00g045560"	0.0323049559789049
"PGEN_.00g004840"	0.0323669642199814
"PGEN_.00g345320"	0.0323876494098844
"PGEN_.00g008720"	0.0324512465436505
"PGEN_.00g113470"	0.0324512465436505
"PGEN_.00g135810"	0.0324512465436505
"PGEN_.00g236110"	0.0324512465436505
"PGEN_.00g267840"	0.0324512465436505
"PGEN_.00g289110"	0.0324857743000572
"PGEN_.00g188270"	0.0327804722734044
"PGEN_.00g207280"	0.0328251452070434
"PGEN_.00g212280"	0.0328251452070434
"PGEN_.00g044590"	0.032837001746699
"PGEN_.00g167600"	0.0329723394846916
"PGEN_.00g050570"	0.0329940484251636
"PGEN_.00g030890"	0.0330379726284005
"PGEN_.00g097350"	0.0330379726284005
"PGEN_.00g030660"	0.0331878332276246
"PGEN_.00g285760"	0.0332382090096573
"PGEN_.00g017070"	0.0332767830047335
"PGEN_.00g096940"	0.0332767830047335
"PGEN_.00g262050"	0.0337046185459862
"PGEN_.00g058250"	0.0338476313697837
"PGEN_.00g343350"	0.0340280597434275
"PGEN_.00g171780"	0.0340367838575723
"PGEN_.00g227960"	0.034105841719883
"PGEN_.00g287450"	0.034105841719883
"PGEN_.00g207620"	0.0342757789446866
"PGEN_.00g059640"	0.0343959327953319
"PGEN_.00g060160"	0.0343959327953319
"PGEN_.00g188730"	0.0343959327953319
"PGEN_.00g235000"	0.0343959327953319
"PGEN_.00g147080"	0.0344143795188775
"PGEN_.00g007540"	0.0345582416839816
"PGEN_.00g083640"	0.0346797008260026
"PGEN_.00g005380"	0.0348290251612439
"PGEN_.00g305540"	0.0349591952821127
"PGEN_.00g114060"	0.0351121245102748
"PGEN_.00g119520"	0.0351165759403185
"PGEN_.00g205650"	0.0351165759403185
"PGEN_.00g146090"	0.0351972263000712
"PGEN_.00g178280"	0.0352103251783623
"PGEN_.00g277430"	0.0352103251783623
"PGEN_.00g312400"	0.035615962290147
"PGEN_.00g290520"	0.0356650181816833
"PGEN_.00g069870"	0.0359091976835736
"PGEN_.00g132700"	0.0359227364879491
"PGEN_.00g184810"	0.0359600810040183
"PGEN_.00g243120"	0.0359600810040183
"PGEN_.00g180390"	0.0360508565484075
"PGEN_.00g090120"	0.0361331443994707
"PGEN_.00g334700"	0.0362165112586855
"PGEN_.00g178130"	0.0363016980882408
"PGEN_.00g227350"	0.0363016980882408
"PGEN_.00g119390"	0.0364590889042517
"PGEN_.00g282060"	0.0364768611342276
"PGEN_.00g339560"	0.036825015193013
"PGEN_.00g252770"	0.0369259856606066
"PGEN_.00g033560"	0.0371111432657221
"PGEN_.00g025600"	0.0373727900838058
"PGEN_.00g082860"	0.0375497390033437
"PGEN_.00g249990"	0.0378659031657142
"PGEN_.00g050690"	0.0382079893839078
"PGEN_.00g017410"	0.0382377885702711
"PGEN_.00g122110"	0.0382979411794585
"PGEN_.00g101610"	0.0384680837392173
"PGEN_.00g134790"	0.0384680837392173
"PGEN_.00g123720"	0.0385683626966283
"PGEN_.00g227520"	0.0386060368858011
"PGEN_.00g120690"	0.038685501144849
"PGEN_.00g166980"	0.038685501144849
"PGEN_.00g289900"	0.038685501144849
"PGEN_.00g148840"	0.0387693119170541
"PGEN_.00g252670"	0.0387693119170541
"PGEN_.00g094980"	0.0392069616889214
"PGEN_.00g121190"	0.0394504140302097
"PGEN_.00g084890"	0.039507708260348
"PGEN_.00g308500"	0.0396262290800826
"PGEN_.00g084740"	0.0396393712574053
"PGEN_.00g166540"	0.0396393712574053
"PGEN_.00g215730"	0.0396393712574053
"PGEN_.00g241590"	0.0398476139816979
"PGEN_.00g320660"	0.0398476139816979
"PGEN_.00g124860"	0.0399583666478552
"PGEN_.00g046580"	0.0402807042333231
"PGEN_.00g273980"	0.0404362932173732
"PGEN_.00g097190"	0.0404754207594121
"PGEN_.00g166830"	0.0404754207594121
"PGEN_.00g083310"	0.0407173347027112
"PGEN_.00g313670"	0.0407173347027112
"PGEN_.00g287890"	0.0407193062195194
"PGEN_.00g242750"	0.0412287115569703
"PGEN_.00g040580"	0.0413140062645661
"PGEN_.00g053950"	0.0413241541263184
"PGEN_.00g186580"	0.0413241541263184
"PGEN_.00g157660"	0.0413641824712804
"PGEN_.00g306690"	0.0413641824712804
"PGEN_.00g313830"	0.0413641824712804
"PGEN_.00g212950"	0.0415147328935053
"PGEN_.00g229470"	0.0415147328935053
"PGEN_.00g098500"	0.041633235351731
"PGEN_.00g105850"	0.0416996614052054
"PGEN_.00g156630"	0.0416996614052054
"PGEN_.00g249830"	0.0416996614052054
"PGEN_.00g228050"	0.0417260543884566
"PGEN_.00g320480"	0.0417470580738879
"PGEN_.00g058640"	0.0417802838440787
"PGEN_.00g122930"	0.0418135933432646
"PGEN_.00g008040"	0.0420966365366982
"PGEN_.00g003340"	0.042120421539558
"PGEN_.00g085310"	0.0421302410410298
"PGEN_.00g303780"	0.0421609681391582
"PGEN_.00g104930"	0.0421753031646171
"PGEN_.00g143200"	0.0422048299856006
"PGEN_.00g193370"	0.0422225859823475
"PGEN_.00g186920"	0.0434341883512472
"PGEN_.00g220940"	0.0434341883512472
"PGEN_.00g304350"	0.0434341883512472
"PGEN_.00g344190"	0.0434341883512472
"PGEN_.00g304260"	0.0436234761167819
"PGEN_.00g336640"	0.0442058351674025
"PGEN_.00g240930"	0.0442721914958131
"PGEN_.00g334890"	0.0444940859440342
"PGEN_.00g028220"	0.0444972480094749
"PGEN_.00g269530"	0.0445440942860035
"PGEN_.00g252390"	0.0445655644457091
"PGEN_.00g227220"	0.0445919641228231
"PGEN_.00g015800"	0.0449118287036669
"PGEN_.00g253040"	0.0449118287036669
"PGEN_.00g010650"	0.0454249892000883
"PGEN_.00g020340"	0.0454249892000883
"PGEN_.00g255880"	0.0454249892000883
"PGEN_.00g167150"	0.0456474844912255
"PGEN_.00g236680"	0.0457569345625108
"PGEN_.00g062740"	0.0457703223963797
"PGEN_.00g291150"	0.0458093798495015
"PGEN_.00g126730"	0.0459936510833868
"PGEN_.00g300110"	0.0459936510833868
"PGEN_.00g212560"	0.0461108752441688
"PGEN_.00g321930"	0.0461108752441688
"PGEN_.00g323620"	0.0461108752441688
"PGEN_.00g161320"	0.0463848420464905
"PGEN_.00g228710"	0.0464015262351869
"PGEN_.00g164300"	0.0466177032159711
"PGEN_.00g222210"	0.0466177032159711
"PGEN_.00g051040"	0.046654616299678
"PGEN_.00g074730"	0.046654616299678
"PGEN_.00g278580"	0.046654616299678
"PGEN_.00g269500"	0.0467969236970729
"PGEN_.00g002750"	0.0468129122916425
"PGEN_.00g203390"	0.0469243065310308
"PGEN_.00g241510"	0.0470952549374742
"PGEN_.00g290860"	0.0471140586037506
"PGEN_.00g176660"	0.0471763497842108
"PGEN_.00g190230"	0.0472588469505626
"PGEN_.00g262850"	0.0472588469505626
"PGEN_.00g017190"	0.0472863239470789
"PGEN_.00g275210"	0.047569570041956
"PGEN_.00g152200"	0.0476077081583768
"PGEN_.00g231640"	0.0476077081583768
"PGEN_.00g257970"	0.0476077081583768
"PGEN_.00g064090"	0.0477307447042611
"PGEN_.00g334530"	0.047743254540634
"PGEN_.00g215850"	0.0479574369342786
"PGEN_.00g248710"	0.0479574369342786
"PGEN_.00g258180"	0.0479574369342786
"PGEN_.00g296050"	0.0480200346395137
"PGEN_.00g039940"	0.0480969833558475
"PGEN_.00g008500"	0.048271718621147
"PGEN_.00g064740"	0.0484599056361281
"PGEN_.00g291930"	0.0484599056361281
"PGEN_.00g260940"	0.0485140996095087
"PGEN_.00g300300"	0.0488987147785443
"PGEN_.00g125900"	0.0489744601798901
"PGEN_.00g210730"	0.0497769231462709
"PGEN_.00g031500"	0.0498545326147777
"PGEN_.00g102410"	0.0498545326147777
"PGEN_.00g052490"	0.0499052071729248
"PGEN_.00g012110"	0.0499337586719682
"PGEN_.00g202450"	0.0499337586719682
