"","x"
"4516","PGEN_.00g271980"
"4517","PGEN_.00g272010"
"4518","PGEN_.00g272050"
"4519","PGEN_.00g272310"
"4520","PGEN_.00g272350"
"4521","PGEN_.00g272380"
"4522","PGEN_.00g272420"
"4523","PGEN_.00g272440"
"4524","PGEN_.00g272450"
"4525","PGEN_.00g272470"
"4526","PGEN_.00g272530"
"4527","PGEN_.00g272540"
"4528","PGEN_.00g272590"
"4529","PGEN_.00g272610"
"4530","PGEN_.00g272660"
"4531","PGEN_.00g272790"
"4532","PGEN_.00g272890"
"4533","PGEN_.00g273070"
"4534","PGEN_.00g273120"
"4535","PGEN_.00g273190"
"4536","PGEN_.00g273250"
"4537","PGEN_.00g273260"
"4538","PGEN_.00g273300"
"4539","PGEN_.00g273340"
"4540","PGEN_.00g273350"
"4541","PGEN_.00g273380"
"4542","PGEN_.00g273410"
"4543","PGEN_.00g273490"
"4544","PGEN_.00g273600"
"4545","PGEN_.00g273650"
"4546","PGEN_.00g273660"
"4547","PGEN_.00g273730"
"4548","PGEN_.00g273790"
"4549","PGEN_.00g273850"
"4550","PGEN_.00g273870"
"4551","PGEN_.00g273920"
"4552","PGEN_.00g273960"
"4553","PGEN_.00g273980"
"4554","PGEN_.00g274090"
"4555","PGEN_.00g274140"
"4556","PGEN_.00g274160"
"4557","PGEN_.00g274190"
"4558","PGEN_.00g274200"
"4559","PGEN_.00g274370"
"4560","PGEN_.00g274410"
"4561","PGEN_.00g274530"
"4562","PGEN_.00g274770"
"4563","PGEN_.00g274790"
"4564","PGEN_.00g274920"
"4565","PGEN_.00g274930"
"4566","PGEN_.00g274950"
"4567","PGEN_.00g275080"
"4568","PGEN_.00g275280"
"4569","PGEN_.00g275350"
"4570","PGEN_.00g275360"
"4571","PGEN_.00g275450"
"4572","PGEN_.00g275460"
"4573","PGEN_.00g275480"
"4574","PGEN_.00g275580"
"4575","PGEN_.00g275590"
"4576","PGEN_.00g275630"
"4577","PGEN_.00g275640"
"4578","PGEN_.00g275770"
"4579","PGEN_.00g275790"
"4580","PGEN_.00g275940"
"4581","PGEN_.00g275950"
"4582","PGEN_.00g276130"
"4583","PGEN_.00g276140"
"4584","PGEN_.00g276370"
"4585","PGEN_.00g276400"
"4586","PGEN_.00g276480"
"4587","PGEN_.00g276490"
"4588","PGEN_.00g276500"
"4589","PGEN_.00g276510"
"4590","PGEN_.00g276550"
"4591","PGEN_.00g276560"
"4592","PGEN_.00g276600"
"4593","PGEN_.00g276620"
"4594","PGEN_.00g276650"
"4595","PGEN_.00g276780"
"4596","PGEN_.00g276850"
"4597","PGEN_.00g276860"
"4598","PGEN_.00g276890"
"4599","PGEN_.00g276960"
"4600","PGEN_.00g276980"
"4601","PGEN_.00g277080"
"4602","PGEN_.00g277160"
"4603","PGEN_.00g277170"
"4604","PGEN_.00g277180"
"4605","PGEN_.00g277280"
"4606","PGEN_.00g277360"
"4607","PGEN_.00g277430"
"4608","PGEN_.00g277470"
"4609","PGEN_.00g277500"
"4610","PGEN_.00g277530"
"4611","PGEN_.00g277540"
"4612","PGEN_.00g277570"
"4613","PGEN_.00g277640"
"4614","PGEN_.00g277660"
"4615","PGEN_.00g277670"
"4616","PGEN_.00g277700"
"4617","PGEN_.00g277720"
"4618","PGEN_.00g277730"
"4619","PGEN_.00g277910"
"4620","PGEN_.00g277960"
"4621","PGEN_.00g278000"
"4622","PGEN_.00g278090"
"4623","PGEN_.00g278180"
"4624","PGEN_.00g278270"
"4625","PGEN_.00g278310"
"4626","PGEN_.00g278340"
"4627","PGEN_.00g278350"
"4628","PGEN_.00g278430"
"4629","PGEN_.00g278440"
"4630","PGEN_.00g278500"
"4631","PGEN_.00g278520"
"4632","PGEN_.00g278540"
"4633","PGEN_.00g278580"
"4634","PGEN_.00g278590"
"4635","PGEN_.00g278600"
"4636","PGEN_.00g278610"
"4637","PGEN_.00g278620"
"4638","PGEN_.00g278640"
"4639","PGEN_.00g278670"
"4640","PGEN_.00g278770"
"4641","PGEN_.00g278760"
"4642","PGEN_.00g278800"
"4643","PGEN_.00g278820"
"4644","PGEN_.00g278840"
"4645","PGEN_.00g278850"
"4646","PGEN_.00g279090"
"4647","PGEN_.00g279140"
"4648","PGEN_.00g279150"
"4649","PGEN_.00g279160"
"4650","PGEN_.00g279390"
"4651","PGEN_.00g279430"
"4652","PGEN_.00g279440"
"4653","PGEN_.00g279450"
"4654","PGEN_.00g279470"
"4655","PGEN_.00g279490"
"4656","PGEN_.00g279500"
"4657","PGEN_.00g279660"
"4658","PGEN_.00g279710"
"4659","PGEN_.00g279720"
"4660","PGEN_.00g279730"
"4661","PGEN_.00g279740"
"4662","PGEN_.00g279860"
"4663","PGEN_.00g279870"
"4664","PGEN_.00g279920"
"4665","PGEN_.00g279940"
"4666","PGEN_.00g280060"
"4667","PGEN_.00g280110"
"4668","PGEN_.00g280160"
"4669","PGEN_.00g280170"
"4670","PGEN_.00g280190"
"4671","PGEN_.00g280220"
"4672","PGEN_.00g280310"
"4673","PGEN_.00g280370"
"4674","PGEN_.00g280420"
"4675","PGEN_.00g280440"
"4676","PGEN_.00g280460"
"4677","PGEN_.00g280480"
"4678","PGEN_.00g280490"
"4679","PGEN_.00g280500"
"4680","PGEN_.00g280530"
"4681","PGEN_.00g280540"
"4682","PGEN_.00g280570"
"4683","PGEN_.00g280580"
"4684","PGEN_.00g280610"
"4685","PGEN_.00g280890"
"4686","PGEN_.00g280940"
"4687","PGEN_.00g280970"
"4688","PGEN_.00g281050"
"4689","PGEN_.00g281070"
"4690","PGEN_.00g281220"
"4691","PGEN_.00g281410"
"4692","PGEN_.00g281480"
"4693","PGEN_.00g281640"
"4694","PGEN_.00g281660"
"4695","PGEN_.00g281720"
"4696","PGEN_.00g281800"
"4697","PGEN_.00g281820"
"4698","PGEN_.00g281850"
"4699","PGEN_.00g281950"
"4700","PGEN_.00g281960"
"4701","PGEN_.00g281980"
"4702","PGEN_.00g281990"
"4703","PGEN_.00g282040"
"4704","PGEN_.00g282070"
"4705","PGEN_.00g282090"
"4706","PGEN_.00g282120"
"4707","PGEN_.00g282230"
"4708","PGEN_.00g282240"
"4709","PGEN_.00g282250"
"4710","PGEN_.00g282260"
"4711","PGEN_.00g282350"
"4712","PGEN_.00g282450"
"4713","PGEN_.00g282480"
"4714","PGEN_.00g282500"
"4715","PGEN_.00g282540"
"4716","PGEN_.00g282560"
"4717","PGEN_.00g282620"
"4718","PGEN_.00g282640"
"4719","PGEN_.00g282660"
"4720","PGEN_.00g282680"
"4721","PGEN_.00g282700"
"4722","PGEN_.00g282780"
"4723","PGEN_.00g282790"
"4724","PGEN_.00g282820"
"4725","PGEN_.00g282860"
"4726","PGEN_.00g282900"
"4727","PGEN_.00g283000"
"4728","PGEN_.00g283020"
"4729","PGEN_.00g283110"
"4730","PGEN_.00g283290"
"4731","PGEN_.00g283310"
"4732","PGEN_.00g283350"
"4733","PGEN_.00g283380"
"4734","PGEN_.00g283400"
"4735","PGEN_.00g283500"
"4736","PGEN_.00g283510"
"4737","PGEN_.00g283520"
"4738","PGEN_.00g283550"
"4739","PGEN_.00g283560"
"4740","PGEN_.00g283590"
"4741","PGEN_.00g283610"
"4742","PGEN_.00g283700"
"4743","PGEN_.00g283710"
"4744","PGEN_.00g283760"
"4745","PGEN_.00g283770"
"4746","PGEN_.00g283790"
"4747","PGEN_.00g283800"
"4748","PGEN_.00g283810"
"4749","PGEN_.00g283820"
"4750","PGEN_.00g283870"
"4751","PGEN_.00g283960"
"4752","PGEN_.00g284020"
"4753","PGEN_.00g284070"
"4754","PGEN_.00g284080"
"4755","PGEN_.00g284190"
"4756","PGEN_.00g284210"
"4757","PGEN_.00g284200"
"4758","PGEN_.00g284240"
"4759","PGEN_.00g284280"
"4760","PGEN_.00g284350"
"4761","PGEN_.00g284380"
"4762","PGEN_.00g284400"
"4763","PGEN_.00g284490"
"4764","PGEN_.00g284590"
"4765","PGEN_.00g284610"
"4766","PGEN_.00g284620"
"4767","PGEN_.00g284680"
"4768","PGEN_.00g284690"
"4769","PGEN_.00g284700"
"4770","PGEN_.00g284710"
"4771","PGEN_.00g284780"
"4772","PGEN_.00g284880"
"4773","PGEN_.00g284890"
"4774","PGEN_.00g284910"
"4775","PGEN_.00g285240"
"4776","PGEN_.00g285300"
"4777","PGEN_.00g285330"
"4778","PGEN_.00g285350"
"4779","PGEN_.00g285370"
"4780","PGEN_.00g285380"
"4781","PGEN_.00g285490"
"4782","PGEN_.00g285600"
"4783","PGEN_.00g285680"
"4784","PGEN_.00g285690"
"4785","PGEN_.00g285800"
"4786","PGEN_.00g285880"
"4787","PGEN_.00g285920"
"4788","PGEN_.00g285950"
"4789","PGEN_.00g286000"
"4790","PGEN_.00g286070"
"4791","PGEN_.00g286080"
"4792","PGEN_.00g286190"
"4793","PGEN_.00g286200"
"4794","PGEN_.00g286240"
"4795","PGEN_.00g286410"
"4796","PGEN_.00g286450"
"4797","PGEN_.00g286560"
"4798","PGEN_.00g286650"
"4799","PGEN_.00g286800"
"4800","PGEN_.00g286820"
"4801","PGEN_.00g286860"
"4802","PGEN_.00g286880"
"4803","PGEN_.00g287050"
"4804","PGEN_.00g287180"
"4805","PGEN_.00g287210"
"4806","PGEN_.00g287220"
"4807","PGEN_.00g287270"
"4808","PGEN_.00g287280"
"4809","PGEN_.00g287440"
"4810","PGEN_.00g287490"
"4811","PGEN_.00g287550"
"4812","PGEN_.00g287560"
"4813","PGEN_.00g287570"
"4814","PGEN_.00g287640"
"4815","PGEN_.00g287710"
"4816","PGEN_.00g287730"
"4817","PGEN_.00g287980"
"4818","PGEN_.00g288010"
"4819","PGEN_.00g288040"
"4820","PGEN_.00g288100"
"4821","PGEN_.00g288150"
"4822","PGEN_.00g288240"
"4823","PGEN_.00g288260"
"4824","PGEN_.00g288270"
"4825","PGEN_.00g288470"
"4826","PGEN_.00g288630"
"4827","PGEN_.00g288700"
"4828","PGEN_.00g288770"
"4829","PGEN_.00g288850"
"4830","PGEN_.00g289050"
"4831","PGEN_.00g289060"
"4832","PGEN_.00g289070"
"4833","PGEN_.00g289080"
"4834","PGEN_.00g289090"
"4835","PGEN_.00g289140"
"4836","PGEN_.00g289160"
"4837","PGEN_.00g289180"
"4838","PGEN_.00g289190"
"4839","PGEN_.00g289200"
"4840","PGEN_.00g289210"
"4841","PGEN_.00g289280"
"4842","PGEN_.00g289310"
"4843","PGEN_.00g289370"
"4844","PGEN_.00g289380"
"4845","PGEN_.00g289490"
"4846","PGEN_.00g289500"
"4847","PGEN_.00g289530"
"4848","PGEN_.00g289660"
"4849","PGEN_.00g289710"
"4850","PGEN_.00g289740"
"4851","PGEN_.00g289750"
"4852","PGEN_.00g289870"
"4853","PGEN_.00g289990"
"4854","PGEN_.00g290000"
"4855","PGEN_.00g290140"
"4856","PGEN_.00g290190"
"4857","PGEN_.00g290270"
"4858","PGEN_.00g290300"
"4859","PGEN_.00g290370"
"4860","PGEN_.00g290390"
"4861","PGEN_.00g290400"
"4862","PGEN_.00g290410"
"4863","PGEN_.00g290430"
"4864","PGEN_.00g290440"
"4865","PGEN_.00g290510"
"4866","PGEN_.00g290570"
"4867","PGEN_.00g290600"
"4868","PGEN_.00g290610"
"4869","PGEN_.00g290670"
"4870","PGEN_.00g290720"
"4871","PGEN_.00g290830"
"4872","PGEN_.00g290860"
"4873","PGEN_.00g290870"
"4874","PGEN_.00g290880"
"4875","PGEN_.00g290890"
"4876","PGEN_.00g291040"
"4877","PGEN_.00g291060"
"4878","PGEN_.00g291150"
"4879","PGEN_.00g291200"
"4880","PGEN_.00g291250"
"4881","PGEN_.00g291280"
"4882","PGEN_.00g291350"
"4883","PGEN_.00g291360"
"4884","PGEN_.00g291380"
"4885","PGEN_.00g291460"
"4886","PGEN_.00g291470"
"4887","PGEN_.00g291480"
"4888","PGEN_.00g291570"
"4889","PGEN_.00g291630"
"4890","PGEN_.00g291710"
"4891","PGEN_.00g291720"
"4892","PGEN_.00g291770"
"4893","PGEN_.00g291780"
"4894","PGEN_.00g291790"
"4895","PGEN_.00g291860"
"4896","PGEN_.00g291910"
"4897","PGEN_.00g291920"
"4898","PGEN_.00g291980"
"4899","PGEN_.00g291990"
"4900","PGEN_.00g292000"
"4901","PGEN_.00g292100"
"4902","PGEN_.00g292140"
"4903","PGEN_.00g292190"
"4904","PGEN_.00g292220"
"4905","PGEN_.00g292230"
"4906","PGEN_.00g292240"
"4907","PGEN_.00g292300"
"4908","PGEN_.00g292340"
"4909","PGEN_.00g292360"
"4910","PGEN_.00g292450"
"4911","PGEN_.00g292640"
"4912","PGEN_.00g292780"
"4913","PGEN_.00g292840"
"4914","PGEN_.00g292950"
"4915","PGEN_.00g292990"
"4916","PGEN_.00g293020"
"4917","PGEN_.00g293180"
"4918","PGEN_.00g293310"
"4919","PGEN_.00g293370"
"4920","PGEN_.00g293470"
"4921","PGEN_.00g293480"
"4922","PGEN_.00g293490"
"4923","PGEN_.00g293510"
"4924","PGEN_.00g293570"
"4925","PGEN_.00g293770"
"4926","PGEN_.00g293830"
"4927","PGEN_.00g293890"
"4928","PGEN_.00g293920"
"4929","PGEN_.00g293930"
"4930","PGEN_.00g293980"
"4931","PGEN_.00g293990"
"4932","PGEN_.00g294040"
"4933","PGEN_.00g294060"
"4934","PGEN_.00g294070"
"4935","PGEN_.00g294100"
"4936","PGEN_.00g294130"
"4937","PGEN_.00g294160"
"4938","PGEN_.00g294200"
"4939","PGEN_.00g294210"
"4940","PGEN_.00g294230"
"4941","PGEN_.00g294360"
"4942","PGEN_.00g294540"
"4943","PGEN_.00g294640"
"4944","PGEN_.00g294950"
"4945","PGEN_.00g294980"
"4946","PGEN_.00g295070"
"4947","PGEN_.00g295080"
"4948","PGEN_.00g295230"
"4949","PGEN_.00g295420"
"4950","PGEN_.00g295470"
"4951","PGEN_.00g295480"
"4952","PGEN_.00g295490"
"4953","PGEN_.00g295510"
"4954","PGEN_.00g295560"
"4955","PGEN_.00g295790"
"4956","PGEN_.00g295940"
"4957","PGEN_.00g295950"
"4958","PGEN_.00g295960"
"4959","PGEN_.00g296050"
"4960","PGEN_.00g296210"
"4961","PGEN_.00g296310"
"4962","PGEN_.00g296380"
"4963","PGEN_.00g296400"
"4964","PGEN_.00g296430"
"4965","PGEN_.00g296450"
"4966","PGEN_.00g296580"
"4967","PGEN_.00g296650"
"4968","PGEN_.00g296710"
"4969","PGEN_.00g296790"
"4970","PGEN_.00g296800"
"4971","PGEN_.00g296820"
"4972","PGEN_.00g296880"
"4973","PGEN_.00g296900"
"4974","PGEN_.00g296910"
"4975","PGEN_.00g296940"
"4976","PGEN_.00g296970"
"4977","PGEN_.00g297210"
"4978","PGEN_.00g297410"
"4979","PGEN_.00g297590"
"4980","PGEN_.00g297810"
"4981","PGEN_.00g298820"
"4982","PGEN_.00g298830"
"4983","PGEN_.00g298850"
"4984","PGEN_.00g298870"
"4985","PGEN_.00g299000"
"4986","PGEN_.00g299050"
"4987","PGEN_.00g299140"
"4988","PGEN_.00g299150"
"4989","PGEN_.00g299160"
"4990","PGEN_.00g299180"
"4991","PGEN_.00g299290"
"4992","PGEN_.00g299380"
"4993","PGEN_.00g299530"
"4994","PGEN_.00g299780"
"4995","PGEN_.00g299810"
"4996","PGEN_.00g299840"
"4997","PGEN_.00g300000"
"4998","PGEN_.00g300060"
"4999","PGEN_.00g300090"
"5000","PGEN_.00g300150"
"5001","PGEN_.00g300220"
"5002","PGEN_.00g300250"
"5003","PGEN_.00g300260"
"5004","PGEN_.00g300280"
"5005","PGEN_.00g300300"
"5006","PGEN_.00g300310"
"5007","PGEN_.00g301070"
"5008","PGEN_.00g301350"
"5009","PGEN_.00g301390"
"5010","PGEN_.00g301440"
"5011","PGEN_.00g301570"
"5012","PGEN_.00g301590"
"5013","PGEN_.00g301640"
"5014","PGEN_.00g301690"
"5015","PGEN_.00g301880"
"5016","PGEN_.00g302130"
"5017","PGEN_.00g302170"
"5018","PGEN_.00g302240"
"5019","PGEN_.00g302300"
"5020","PGEN_.00g302370"
"5021","PGEN_.00g302420"
"5022","PGEN_.00g302540"
"5023","PGEN_.00g302550"
"5024","PGEN_.00g302560"
"5025","PGEN_.00g302590"
"5026","PGEN_.00g302690"
"5027","PGEN_.00g302760"
"5028","PGEN_.00g302780"
"5029","PGEN_.00g302860"
"5030","PGEN_.00g302880"
"5031","PGEN_.00g302930"
"5032","PGEN_.00g302970"
"5033","PGEN_.00g302980"
"5034","PGEN_.00g303070"
"5035","PGEN_.00g303100"
"5036","PGEN_.00g303160"
"5037","PGEN_.00g303220"
"5038","PGEN_.00g303230"
"5039","PGEN_.00g303240"
"5040","PGEN_.00g303260"
"5041","PGEN_.00g303270"
"5042","PGEN_.00g303310"
"5043","PGEN_.00g303350"
"5044","PGEN_.00g303360"
"5045","PGEN_.00g303480"
"5046","PGEN_.00g303530"
"5047","PGEN_.00g303590"
"5048","PGEN_.00g303620"
"5049","PGEN_.00g303630"
"5050","PGEN_.00g303720"
"5051","PGEN_.00g303780"
"5052","PGEN_.00g303930"
"5053","PGEN_.00g303970"
"5054","PGEN_.00g303980"
"5055","PGEN_.00g304170"
"5056","PGEN_.00g304190"
"5057","PGEN_.00g304210"
"5058","PGEN_.00g304240"
"5059","PGEN_.00g304250"
"5060","PGEN_.00g304260"
"5061","PGEN_.00g304270"
"5062","PGEN_.00g304320"
"5063","PGEN_.00g304330"
"5064","PGEN_.00g304450"
"5065","PGEN_.00g304460"
"5066","PGEN_.00g304540"
"5067","PGEN_.00g304550"
"5068","PGEN_.00g304580"
"5069","PGEN_.00g304600"
"5070","PGEN_.00g304630"
"5071","PGEN_.00g304680"
"5072","PGEN_.00g304720"
"5073","PGEN_.00g304730"
"5074","PGEN_.00g304850"
"5075","PGEN_.00g304900"
"5076","PGEN_.00g304920"
"5077","PGEN_.00g304960"
"5078","PGEN_.00g304970"
"5079","PGEN_.00g304980"
"5080","PGEN_.00g305030"
"5081","PGEN_.00g305220"
"5082","PGEN_.00g305300"
"5083","PGEN_.00g305330"
"5084","PGEN_.00g305400"
"5085","PGEN_.00g305440"
"5086","PGEN_.00g305460"
"5087","PGEN_.00g305480"
"5088","PGEN_.00g305530"
"5089","PGEN_.00g305540"
"5090","PGEN_.00g305550"
"5091","PGEN_.00g305590"
"5092","PGEN_.00g305580"
"5093","PGEN_.00g305600"
"5094","PGEN_.00g305640"
"5095","PGEN_.00g305650"
"5096","PGEN_.00g305660"
"5097","PGEN_.00g305680"
"5098","PGEN_.00g305890"
"5099","PGEN_.00g305980"
"5100","PGEN_.00g306210"
"5101","PGEN_.00g306240"
"5102","PGEN_.00g306260"
"5103","PGEN_.00g306310"
"5104","PGEN_.00g306320"
"5105","PGEN_.00g306340"
"5106","PGEN_.00g306480"
"5107","PGEN_.00g306690"
"5108","PGEN_.00g306720"
"5109","PGEN_.00g306730"
"5110","PGEN_.00g306800"
"5111","PGEN_.00g306830"
"5112","PGEN_.00g306890"
"5113","PGEN_.00g306990"
"5114","PGEN_.00g307030"
"5115","PGEN_.00g307120"
"5116","PGEN_.00g307160"
"5117","PGEN_.00g307170"
"5118","PGEN_.00g307240"
"5119","PGEN_.00g307330"
"5120","PGEN_.00g307390"
"5121","PGEN_.00g308080"
"5122","PGEN_.00g308090"
"5123","PGEN_.00g308100"
"5124","PGEN_.00g308110"
"5125","PGEN_.00g308130"
"5126","PGEN_.00g308150"
"5127","PGEN_.00g308200"
"5128","PGEN_.00g308430"
"5129","PGEN_.00g308470"
"5130","PGEN_.00g308490"
"5131","PGEN_.00g308500"
"5132","PGEN_.00g308510"
"5133","PGEN_.00g308600"
"5134","PGEN_.00g308750"
"5135","PGEN_.00g308930"
"5136","PGEN_.00g308970"
"5137","PGEN_.00g309030"
"5138","PGEN_.00g309090"
"5139","PGEN_.00g309130"
"5140","PGEN_.00g309240"
"5141","PGEN_.00g309260"
"5142","PGEN_.00g309470"
"5143","PGEN_.00g309570"
"5144","PGEN_.00g309640"
"5145","PGEN_.00g309650"
"5146","PGEN_.00g309790"
"5147","PGEN_.00g309800"
"5148","PGEN_.00g309940"
"5149","PGEN_.00g310060"
"5150","PGEN_.00g310080"
"5151","PGEN_.00g310090"
"5152","PGEN_.00g310100"
"5153","PGEN_.00g310140"
"5154","PGEN_.00g310160"
"5155","PGEN_.00g310170"
"5156","PGEN_.00g310210"
"5157","PGEN_.00g310220"
"5158","PGEN_.00g310300"
"5159","PGEN_.00g310390"
"5160","PGEN_.00g310480"
"5161","PGEN_.00g310520"
"5162","PGEN_.00g310530"
"5163","PGEN_.00g310550"
"5164","PGEN_.00g310600"
"5165","PGEN_.00g310650"
"5166","PGEN_.00g310690"
"5167","PGEN_.00g310710"
"5168","PGEN_.00g310740"
"5169","PGEN_.00g310770"
"5170","PGEN_.00g310800"
"5171","PGEN_.00g310820"
"5172","PGEN_.00g310830"
"5173","PGEN_.00g310860"
"5174","PGEN_.00g310900"
"5175","PGEN_.00g310920"
"5176","PGEN_.00g310930"
"5177","PGEN_.00g310960"
"5178","PGEN_.00g311020"
"5179","PGEN_.00g311050"
"5180","PGEN_.00g311080"
"5181","PGEN_.00g311130"
"5182","PGEN_.00g311140"
"5183","PGEN_.00g311150"
"5184","PGEN_.00g311190"
"5185","PGEN_.00g311210"
"5186","PGEN_.00g311250"
"5187","PGEN_.00g311330"
"5188","PGEN_.00g311340"
"5189","PGEN_.00g311360"
"5190","PGEN_.00g311390"
"5191","PGEN_.00g311400"
"5192","PGEN_.00g311410"
"5193","PGEN_.00g311460"
"5194","PGEN_.00g311530"
"5195","PGEN_.00g311540"
"5196","PGEN_.00g311570"
"5197","PGEN_.00g311700"
"5198","PGEN_.00g311740"
"5199","PGEN_.00g311750"
"5200","PGEN_.00g311790"
"5201","PGEN_.00g311890"
"5202","PGEN_.00g312020"
"5203","PGEN_.00g312170"
"5204","PGEN_.00g312230"
"5205","PGEN_.00g312260"
"5206","PGEN_.00g312300"
"5207","PGEN_.00g312390"
"5208","PGEN_.00g312400"
"5209","PGEN_.00g312410"
"5210","PGEN_.00g312420"
"5211","PGEN_.00g312440"
"5212","PGEN_.00g312460"
"5213","PGEN_.00g312470"
"5214","PGEN_.00g312480"
"5215","PGEN_.00g312490"
"5216","PGEN_.00g312690"
"5217","PGEN_.00g312700"
"5218","PGEN_.00g312850"
"5219","PGEN_.00g312900"
"5220","PGEN_.00g312980"
"5221","PGEN_.00g313020"
"5222","PGEN_.00g313060"
"5223","PGEN_.00g313160"
"5224","PGEN_.00g313170"
"5225","PGEN_.00g313180"
"5226","PGEN_.00g313310"
"5227","PGEN_.00g313320"
"5228","PGEN_.00g313330"
"5229","PGEN_.00g313390"
"5230","PGEN_.00g313470"
"5231","PGEN_.00g313550"
"5232","PGEN_.00g313570"
"5233","PGEN_.00g313600"
"5234","PGEN_.00g313610"
"5235","PGEN_.00g313630"
"5236","PGEN_.00g313670"
"5237","PGEN_.00g313690"
"5238","PGEN_.00g313760"
"5239","PGEN_.00g313860"
"5240","PGEN_.00g313910"
"5241","PGEN_.00g313930"
"5242","PGEN_.00g313940"
"5243","PGEN_.00g313950"
"5244","PGEN_.00g313990"
"5245","PGEN_.00g314680"
"5246","PGEN_.00g314810"
"5247","PGEN_.00g314880"
"5248","PGEN_.00g315080"
"5249","PGEN_.00g315170"
"5250","PGEN_.00g315220"
"5251","PGEN_.00g315230"
"5252","PGEN_.00g315460"
"5253","PGEN_.00g315470"
"5254","PGEN_.00g315900"
"5255","PGEN_.00g316000"
"5256","PGEN_.00g316010"
"5257","PGEN_.00g316030"
"5258","PGEN_.00g316040"
"5259","PGEN_.00g316050"
"5260","PGEN_.00g316110"
"5261","PGEN_.00g316170"
"5262","PGEN_.00g316180"
"5263","PGEN_.00g316200"
"5264","PGEN_.00g316230"
"5265","PGEN_.00g316240"
"5266","PGEN_.00g316250"
"5267","PGEN_.00g316260"
"5268","PGEN_.00g316280"
"5269","PGEN_.00g316350"
"5270","PGEN_.00g316360"
"5271","PGEN_.00g316410"
"5272","PGEN_.00g316430"
"5273","PGEN_.00g316440"
"5274","PGEN_.00g316450"
"5275","PGEN_.00g316470"
"5276","PGEN_.00g316510"
"5277","PGEN_.00g316570"
"5278","PGEN_.00g316610"
"5279","PGEN_.00g316630"
"5280","PGEN_.00g316700"
"5281","PGEN_.00g316720"
"5282","PGEN_.00g316730"
"5283","PGEN_.00g316780"
"5284","PGEN_.00g316900"
"5285","PGEN_.00g316990"
"5286","PGEN_.00g317030"
"5287","PGEN_.00g317110"
"5288","PGEN_.00g317130"
"5289","PGEN_.00g317170"
"5290","PGEN_.00g317380"
"5291","PGEN_.00g317400"
"5292","PGEN_.00g317500"
"5293","PGEN_.00g317750"
"5294","PGEN_.00g317770"
"5295","PGEN_.00g317810"
"5296","PGEN_.00g317860"
"5297","PGEN_.00g317870"
"5298","PGEN_.00g317900"
"5299","PGEN_.00g317930"
"5300","PGEN_.00g317970"
"5301","PGEN_.00g317980"
"5302","PGEN_.00g318170"
"5303","PGEN_.00g318180"
"5304","PGEN_.00g318400"
"5305","PGEN_.00g318460"
"5306","PGEN_.00g318550"
"5307","PGEN_.00g318670"
"5308","PGEN_.00g318810"
"5309","PGEN_.00g319080"
"5310","PGEN_.00g319110"
"5311","PGEN_.00g319220"
"5312","PGEN_.00g319270"
"5313","PGEN_.00g319280"
"5314","PGEN_.00g319420"
"5315","PGEN_.00g319470"
"5316","PGEN_.00g319480"
"5317","PGEN_.00g319490"
"5318","PGEN_.00g319570"
"5319","PGEN_.00g319590"
"5320","PGEN_.00g319650"
"5321","PGEN_.00g319720"
"5322","PGEN_.00g319770"
"5323","PGEN_.00g319790"
"5324","PGEN_.00g319800"
"5325","PGEN_.00g320330"
"5326","PGEN_.00g320440"
"5327","PGEN_.00g320480"
"5328","PGEN_.00g320500"
"5329","PGEN_.00g320520"
"5330","PGEN_.00g320560"
"5331","PGEN_.00g320590"
"5332","PGEN_.00g320600"
"5333","PGEN_.00g320630"
"5334","PGEN_.00g320650"
"5335","PGEN_.00g320660"
"5336","PGEN_.00g320710"
"5337","PGEN_.00g320740"
"5338","PGEN_.00g320920"
"5339","PGEN_.00g320980"
"5340","PGEN_.00g321190"
"5341","PGEN_.00g321200"
"5342","PGEN_.00g321290"
"5343","PGEN_.00g321350"
"5344","PGEN_.00g321370"
"5345","PGEN_.00g321390"
"5346","PGEN_.00g321560"
"5347","PGEN_.00g321610"
"5348","PGEN_.00g321660"
"5349","PGEN_.00g321680"
"5350","PGEN_.00g321890"
"5351","PGEN_.00g321960"
"5352","PGEN_.00g322050"
"5353","PGEN_.00g322060"
"5354","PGEN_.00g322070"
"5355","PGEN_.00g322280"
"5356","PGEN_.00g322440"
"5357","PGEN_.00g322450"
"5358","PGEN_.00g322480"
"5359","PGEN_.00g322490"
"5360","PGEN_.00g322520"
"5361","PGEN_.00g322550"
"5362","PGEN_.00g322650"
"5363","PGEN_.00g323140"
"5364","PGEN_.00g323160"
"5365","PGEN_.00g323180"
"5366","PGEN_.00g323220"
"5367","PGEN_.00g323280"
"5368","PGEN_.00g323320"
"5369","PGEN_.00g323360"
"5370","PGEN_.00g323380"
"5371","PGEN_.00g323650"
"5372","PGEN_.00g323740"
"5373","PGEN_.00g323780"
"5374","PGEN_.00g323850"
"5375","PGEN_.00g324330"
"5376","PGEN_.00g324340"
"5377","PGEN_.00g324360"
"5378","PGEN_.00g324410"
"5379","PGEN_.00g324560"
"5380","PGEN_.00g324610"
"5381","PGEN_.00g324640"
"5382","PGEN_.00g324650"
"5383","PGEN_.00g324680"
"5384","PGEN_.00g324720"
"5385","PGEN_.00g324740"
"5386","PGEN_.00g324750"
"5387","PGEN_.00g324760"
"5388","PGEN_.00g324810"
"5389","PGEN_.00g324840"
